skill_id,domain,layer,category_id,category_name,confidence,source_path,line_start,rule_id,matched_text,declaration_atomic_ids,implementation_atomic_ids
updown-io-automation,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
vercel-webhooks-events,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(curl:*)","A4,A7,Q2,Q3,R7,R8,X1,X7,X8","A4,A7,X7,X8"
vestaboard-automation,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
vibe-prd,Dom-9,declaration,tier_1,Tier 1: 资源感知层,high,SKILL.md,28,decl.atomic_capability.r7,"1. Look for `docs/research-*.md` (or `*.txt` for backward compatibility) in the project
2. If found, read it and reference insights during Q&A","A3,G1,Q1,R7",
video-editing,Dom-12,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,72,decl.atomic_capability.o3,### Batch cut from edit decision list,"I3,O3,Q1,Q2,R1,R7,S1,U1",
viral-generator-builder,,declaration,tier_4,Tier 4: 代理协同层,medium,SKILL.md,155,decl.atomic_capability.a3,"- Compare with friends feature
- Daily/weekly changing results
```","A3,R1,U1",
weathermap-automation,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
web-design-guidelines,,declaration,tier_1,Tier 1: 资源感知层,medium,SKILL.md,25,decl.atomic_capability.r8,"```
https://raw.githubusercontent.com/vercel-labs/web-interface-guidelines/main/command.md
```","R1,R8",X8
web-quality-audit,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,17,decl.atomic_capability.g1,"2. Categorize findings by severity (Critical, High, Medium, Low)
3. Provide specific, actionable recommendations
4. Include code examples for fixes","G1,Q1,R7",
webflow-hello-world,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(npm:*), Bash(npx:*)","A7,G2,Q1,X1,X7",
webhook-sender-creator,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: ""Read, Write, Edit, Bash(cmd:*), Grep""","A4,G1,X1",
whisper,Dom-8,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,175,decl.atomic_capability.o3,## Batch processing,"A5,A7,G1,I3,O3,Q1,R1,R7,R8,X4","Q4,R1"
wiki,Dom-5,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,40,decl.atomic_capability.o4,"### List / Read / Delete
```","O4,Q1,R7,X8",
windows-privilege-escalation,Dom-15,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,12,decl.atomic_capability.x7,"Provide systematic methodologies for discovering and exploiting privilege escalation vulnerabilities on Windows systems during penetration testing engagements. This skill covers system enumeration, credential harvesting, service exploitation, token impersonation, kernel exploits, and various misconfigurations that enable escalation from standard user to Administrator or SYSTEM privileges.","A3,A5,G1,I3,Q1,Q2,R6,R9,X7",
windsurf-data-handling,Dom-15,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,62,decl.atomic_capability.x7,"# ===== SECRETS =====
.env","I4,Q3,R7,X7,X8",
windsurf-license-management,Dom-14,declaration,tier_4,Tier 4: 代理协同层,medium,SKILL.md,33,decl.atomic_capability.a5,"4. **Optimize Subscription**
5. **Monitor and Report**","A5,G1,R7","A5,G1,Q4"
windsurf-usage-analytics,Dom-7,declaration,tier_4,Tier 4: 代理协同层,medium,SKILL.md,33,decl.atomic_capability.a5,"4. **Define Baselines**
5. **Monitor and Optimize**","A5,G1,R7","A5,G1,Q4"
workhuman-core-workflow-b,Dom-17,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(npm:*), Grep","Q1,R8,X1,X7",
writing-skills,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,26,decl.atomic_capability.o4,"# 6. Delete the test skill (optional)
hogli unsync:skill -- --name <skill-name>","O4,Q1,R1,R7,R8",
xlsx,Dom-12,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,228,decl.atomic_capability.o4,"sheet.insert_rows(2)  # Insert row at position 2
sheet.delete_cols(3)  # Delete column 3","G1,O3,O4,Q1,R7,R9","O4,R1,R10,R5,R6,S7,X1,X6,X8"
youtube-content,Dom-4,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,16,decl.atomic_capability.x4,"```bash
pip install youtube-transcript-api
```","A5,A7,Q1,Q2,Q4,X4","Q1,R10,W1,X4"
